"","Fecha","Nivel06 (m)","Nivel10 (m)","Nivel14 (m)","Nivel18 (m)","Caudal (m^3/s)"
"10606",1986-01-14,NA,NA,NA,NA,NA
"10607",1986-01-15,NA,NA,NA,NA,NA
"10608",1986-01-16,NA,NA,NA,NA,NA
"10609",1986-01-17,NA,NA,NA,NA,NA
"10610",1986-01-18,NA,NA,NA,NA,NA
"10611",1986-01-19,NA,NA,NA,NA,NA
"10612",1986-01-20,NA,NA,NA,NA,NA
"10613",1986-01-21,NA,NA,NA,NA,NA
"10614",1986-01-22,NA,NA,NA,NA,NA
"10615",1986-01-23,NA,NA,NA,NA,NA
"10616",1986-01-24,NA,NA,NA,NA,NA
"10617",1986-01-25,NA,NA,NA,NA,NA
"10618",1986-01-26,NA,NA,NA,NA,NA
"10619",1986-01-27,NA,NA,NA,NA,NA
"10620",1986-01-28,NA,NA,NA,NA,NA
"10621",1986-01-29,NA,NA,NA,NA,NA
"10622",1986-01-30,NA,NA,NA,NA,NA
"10623",1986-01-31,NA,NA,NA,NA,NA
"10624",1986-02-01,NA,NA,NA,NA,NA
"10625",1986-02-02,NA,NA,NA,NA,NA
"10626",1986-02-03,NA,NA,NA,NA,NA
"10627",1986-02-04,NA,NA,NA,NA,NA
"10628",1986-02-05,NA,NA,NA,NA,NA
"10629",1986-02-06,NA,NA,NA,NA,NA
"10630",1986-02-07,NA,NA,NA,NA,NA
"10631",1986-02-08,NA,NA,NA,NA,NA
"10632",1986-02-09,NA,NA,NA,NA,NA
"10633",1986-02-10,NA,NA,NA,NA,NA
"10634",1986-02-11,NA,NA,NA,NA,NA
"10635",1986-02-12,NA,NA,NA,NA,NA
"10636",1986-02-13,NA,NA,NA,NA,NA
"10637",1986-02-14,NA,NA,NA,NA,NA
"10638",1986-02-15,NA,NA,NA,NA,NA
"10639",1986-02-16,NA,NA,NA,NA,NA
"10640",1986-02-17,NA,NA,NA,NA,NA
"10641",1986-02-18,NA,NA,NA,NA,NA
"10642",1986-02-19,NA,NA,NA,NA,NA
"10643",1986-02-20,NA,NA,NA,NA,NA
"10644",1986-02-21,NA,NA,NA,NA,NA
"10645",1986-02-22,NA,NA,NA,NA,NA
"10646",1986-02-23,NA,NA,NA,NA,NA
"10647",1986-02-24,NA,NA,NA,NA,NA
"10648",1986-02-25,NA,NA,NA,NA,NA
"10649",1986-02-26,NA,NA,NA,NA,NA
"10650",1986-02-27,NA,NA,NA,NA,NA
"10651",1986-02-28,NA,NA,NA,NA,NA
"10652",1986-03-01,NA,NA,NA,NA,NA
"10653",1986-03-02,NA,NA,NA,NA,NA
"10654",1986-03-03,NA,NA,NA,NA,NA
"10655",1986-03-04,NA,NA,NA,NA,NA
"10656",1986-03-05,NA,NA,NA,NA,NA
"10657",1986-03-06,NA,NA,NA,NA,NA
"10658",1986-03-07,NA,NA,NA,NA,NA
"10659",1986-03-08,NA,NA,NA,NA,NA
"10660",1986-03-09,NA,NA,NA,NA,NA
"10661",1986-03-10,NA,NA,NA,NA,NA
"10662",1986-03-11,NA,NA,NA,NA,NA
"10663",1986-03-12,NA,NA,NA,NA,NA
"10664",1986-03-13,NA,NA,NA,NA,NA
"10665",1986-03-14,NA,NA,NA,NA,NA
"10666",1986-03-15,NA,NA,NA,NA,NA
"10667",1986-03-16,NA,NA,NA,NA,NA
"10668",1986-03-17,NA,NA,NA,NA,NA
"10669",1986-03-18,NA,NA,NA,NA,NA
"10670",1986-03-19,NA,NA,NA,NA,NA
"10671",1986-03-20,NA,NA,NA,NA,NA
"10672",1986-03-21,NA,NA,NA,NA,NA
"10673",1986-03-22,NA,NA,NA,NA,NA
"10674",1986-03-23,NA,NA,NA,NA,NA
"10675",1986-03-24,NA,NA,NA,NA,NA
"10676",1986-03-25,NA,NA,NA,NA,NA
"10677",1986-03-26,NA,NA,NA,NA,NA
"10678",1986-03-27,NA,NA,NA,NA,NA
"10679",1986-03-28,NA,NA,NA,NA,NA
"10680",1986-03-29,NA,NA,NA,NA,NA
"10681",1986-03-30,NA,NA,NA,NA,NA
"10682",1986-03-31,NA,NA,NA,NA,NA
"10683",1986-04-01,NA,NA,NA,NA,NA
"10684",1986-04-02,NA,NA,NA,NA,NA
"10685",1986-04-03,NA,NA,NA,NA,NA
"10686",1986-04-04,NA,NA,NA,NA,NA
"10687",1986-04-05,NA,NA,NA,NA,NA
"10688",1986-04-06,NA,NA,NA,NA,NA
"10689",1986-04-07,NA,NA,NA,NA,NA
"10690",1986-04-08,NA,NA,NA,NA,NA
"10691",1986-04-09,NA,NA,NA,NA,NA
"10692",1986-04-10,NA,NA,NA,NA,NA
"10693",1986-04-11,NA,NA,NA,NA,NA
"10694",1986-04-12,NA,NA,NA,NA,NA
"10695",1986-04-13,NA,NA,NA,NA,NA
"10696",1986-04-14,NA,NA,NA,NA,NA
"10697",1986-04-15,NA,NA,NA,NA,NA
"10698",1986-04-16,NA,NA,NA,NA,NA
"10699",1986-04-17,NA,NA,NA,NA,NA
"10700",1986-04-18,NA,NA,NA,NA,NA
"10701",1986-04-19,NA,NA,NA,NA,NA
"10702",1986-04-20,NA,NA,NA,NA,NA
"10703",1986-04-21,NA,NA,NA,NA,NA
"10704",1986-04-22,NA,NA,NA,NA,NA
"10705",1986-04-23,NA,NA,NA,NA,NA
"10706",1986-04-24,NA,NA,NA,NA,NA
"10707",1986-04-25,NA,NA,NA,NA,NA
"10708",1986-04-26,NA,NA,NA,NA,NA
"10709",1986-04-27,NA,NA,NA,NA,NA
"10710",1986-04-28,NA,NA,NA,NA,NA
"10711",1986-04-29,NA,NA,NA,NA,NA
"10712",1986-04-30,NA,NA,NA,NA,NA
"10713",1986-05-01,NA,NA,NA,NA,NA
"10714",1986-05-02,NA,NA,NA,NA,NA
"10715",1986-05-03,NA,NA,NA,NA,NA
"10716",1986-05-04,NA,NA,NA,NA,NA
"10717",1986-05-05,NA,NA,NA,NA,NA
"10718",1986-05-06,NA,NA,NA,NA,NA
"10719",1986-05-07,NA,NA,NA,NA,NA
"10720",1986-05-08,NA,NA,NA,NA,NA
"10721",1986-05-09,NA,NA,NA,NA,NA
"10722",1986-05-10,NA,NA,NA,NA,NA
"10723",1986-05-11,NA,NA,NA,NA,NA
"10724",1986-05-12,NA,NA,NA,NA,NA
"10725",1986-05-13,NA,NA,NA,NA,NA
"10726",1986-05-14,NA,NA,NA,NA,NA
"10727",1986-05-15,NA,NA,NA,NA,NA
"10728",1986-05-16,NA,NA,NA,NA,NA
"10729",1986-05-17,NA,NA,NA,NA,NA
"10730",1986-05-18,NA,NA,NA,NA,NA
"10731",1986-05-19,NA,NA,NA,NA,NA
"10732",1986-05-20,NA,NA,NA,NA,NA
"10733",1986-05-21,NA,NA,NA,NA,NA
"10734",1986-05-22,NA,NA,NA,NA,NA
"10735",1986-05-23,NA,NA,NA,NA,NA
"10736",1986-05-24,NA,NA,NA,NA,NA
"10737",1986-05-25,NA,NA,NA,NA,NA
"10738",1986-05-26,NA,NA,NA,NA,NA
"10739",1986-05-27,NA,NA,NA,NA,NA
"10740",1986-05-28,NA,NA,NA,NA,NA
"10741",1986-05-29,NA,NA,NA,NA,NA
"10742",1986-05-30,NA,NA,NA,NA,NA
"10743",1986-05-31,NA,NA,NA,NA,NA
"10744",1986-06-01,NA,NA,NA,NA,NA
"10745",1986-06-02,NA,NA,NA,NA,NA
"10746",1986-06-03,NA,NA,NA,NA,NA
"10747",1986-06-04,NA,NA,NA,NA,NA
"10748",1986-06-05,NA,NA,NA,NA,NA
"10749",1986-06-06,NA,NA,NA,NA,NA
"10750",1986-06-07,NA,NA,NA,NA,NA
"10751",1986-06-08,NA,NA,NA,NA,NA
"10752",1986-06-09,NA,NA,NA,NA,NA
"10753",1986-06-10,NA,NA,NA,NA,NA
"10754",1986-06-11,NA,NA,NA,NA,NA
"10755",1986-06-12,NA,NA,NA,NA,NA
"10756",1986-06-13,NA,NA,NA,NA,NA
"10757",1986-06-14,NA,NA,NA,NA,NA
"10758",1986-06-15,NA,NA,NA,NA,NA
"10759",1986-06-16,NA,NA,NA,NA,NA
"10760",1986-06-17,NA,NA,NA,NA,NA
"10761",1986-06-18,NA,NA,NA,NA,NA
"10762",1986-06-19,NA,NA,NA,NA,NA
"10763",1986-06-20,NA,NA,NA,NA,NA
"10764",1986-06-21,NA,NA,NA,NA,NA
"10765",1986-06-22,NA,NA,NA,NA,NA
"10766",1986-06-23,NA,NA,NA,NA,NA
"10767",1986-06-24,NA,NA,NA,NA,NA
"10768",1986-06-25,NA,NA,NA,NA,NA
"10769",1986-06-26,NA,NA,NA,NA,NA
"10770",1986-06-27,NA,NA,NA,NA,NA
"10771",1986-06-28,NA,NA,NA,NA,NA
"10772",1986-06-29,NA,NA,NA,NA,NA
"10773",1986-06-30,NA,NA,NA,NA,NA
"10774",1986-07-01,NA,NA,NA,NA,NA
"10775",1986-07-02,NA,NA,NA,NA,NA
"10776",1986-07-03,NA,NA,NA,NA,NA
"10777",1986-07-04,NA,NA,NA,NA,NA
"10778",1986-07-05,NA,NA,NA,NA,NA
"10779",1986-07-06,NA,NA,NA,NA,NA
"10780",1986-07-07,NA,NA,NA,NA,NA
"10781",1986-07-08,NA,NA,NA,NA,NA
"10782",1986-07-09,NA,NA,NA,NA,NA
"10783",1986-07-10,NA,NA,NA,NA,NA
"10784",1986-07-11,NA,NA,NA,NA,NA
"10785",1986-07-12,NA,NA,NA,NA,NA
"10786",1986-07-13,NA,NA,NA,NA,NA
"10787",1986-07-14,NA,NA,NA,NA,NA
"10788",1986-07-15,NA,NA,NA,NA,NA
"10789",1986-07-16,NA,NA,NA,NA,NA
"10790",1986-07-17,NA,NA,NA,NA,NA
"10791",1986-07-18,NA,NA,NA,NA,NA
"10792",1986-07-19,NA,NA,NA,NA,NA
"10793",1986-07-20,NA,NA,NA,NA,NA
"10794",1986-07-21,NA,NA,NA,NA,NA
"10795",1986-07-22,NA,NA,NA,NA,NA
"10796",1986-07-23,NA,NA,NA,NA,NA
"10797",1986-07-24,NA,NA,NA,NA,NA
"10798",1986-07-25,NA,NA,NA,NA,NA
"10799",1986-07-26,NA,NA,NA,NA,NA
"10800",1986-07-27,NA,NA,NA,NA,NA
"10801",1986-07-28,NA,NA,NA,NA,NA
"10802",1986-07-29,NA,NA,NA,NA,NA
"10803",1986-07-30,NA,NA,NA,NA,NA
"10804",1986-07-31,NA,NA,NA,NA,NA
"10805",1986-08-01,NA,NA,NA,NA,NA
"10806",1986-08-02,NA,NA,NA,NA,NA
"10807",1986-08-03,NA,NA,NA,NA,NA
"10808",1986-08-04,NA,NA,NA,NA,NA
"10809",1986-08-05,NA,NA,NA,NA,NA
"10810",1986-08-06,NA,NA,NA,NA,NA
"10811",1986-08-07,NA,NA,NA,NA,NA
"10812",1986-08-08,NA,NA,NA,NA,NA
"10813",1986-08-09,NA,NA,NA,NA,NA
"10814",1986-08-10,NA,NA,NA,NA,NA
"10815",1986-08-11,NA,NA,NA,NA,NA
"10816",1986-08-12,NA,NA,NA,NA,NA
"10817",1986-08-13,NA,NA,NA,NA,NA
"10818",1986-08-14,NA,NA,NA,NA,NA
"10819",1986-08-15,NA,NA,NA,NA,NA
"10820",1986-08-16,NA,NA,NA,NA,NA
"10821",1986-08-17,NA,NA,NA,NA,NA
"10822",1986-08-18,NA,NA,NA,NA,NA
"10823",1986-08-19,NA,NA,NA,NA,NA
"10824",1986-08-20,NA,NA,NA,NA,NA
"10825",1986-08-21,NA,NA,NA,NA,NA
"10826",1986-08-22,NA,NA,NA,NA,NA
"10827",1986-08-23,NA,NA,NA,NA,NA
"10828",1986-08-24,NA,NA,NA,NA,NA
"10829",1986-08-25,NA,NA,NA,NA,NA
"10830",1986-08-26,NA,NA,NA,NA,NA
"10831",1986-08-27,NA,NA,NA,NA,NA
"10832",1986-08-28,NA,NA,NA,NA,NA
"10833",1986-08-29,NA,NA,NA,NA,NA
"10834",1986-08-30,NA,NA,NA,NA,NA
"10835",1986-08-31,NA,NA,NA,NA,NA
"10836",1986-09-01,NA,NA,NA,NA,NA
"10837",1986-09-02,NA,NA,NA,NA,NA
"10838",1986-09-03,NA,NA,NA,NA,NA
"10839",1986-09-04,NA,NA,NA,NA,NA
"10840",1986-09-05,NA,NA,NA,NA,NA
"10841",1986-09-06,NA,NA,NA,NA,NA
"10842",1986-09-07,NA,NA,NA,NA,NA
"10843",1986-09-08,NA,NA,NA,NA,NA
"10844",1986-09-09,NA,NA,NA,NA,NA
"10845",1986-09-10,NA,NA,NA,NA,NA
"10846",1986-09-11,NA,NA,NA,NA,NA
"10847",1986-09-12,NA,NA,NA,NA,NA
"10848",1986-09-13,NA,NA,NA,NA,NA
"10849",1986-09-14,NA,NA,NA,NA,NA
"10850",1986-09-15,NA,NA,NA,NA,NA
"10851",1986-09-16,NA,NA,NA,NA,NA
"10852",1986-09-17,NA,NA,NA,NA,NA
"10853",1986-09-18,NA,NA,NA,NA,NA
"10854",1986-09-19,NA,NA,NA,NA,NA
"10855",1986-09-20,NA,NA,NA,NA,NA
"10856",1986-09-21,NA,NA,NA,NA,NA
"10857",1986-09-22,NA,NA,NA,NA,NA
"10858",1986-09-23,NA,NA,NA,NA,NA
"10859",1986-09-24,NA,NA,NA,NA,NA
"10860",1986-09-25,NA,NA,NA,NA,NA
"10861",1986-09-26,NA,NA,NA,NA,NA
"10862",1986-09-27,NA,NA,NA,NA,NA
"10863",1986-09-28,NA,NA,NA,NA,NA
"10864",1986-09-29,NA,NA,NA,NA,NA
"10865",1986-09-30,NA,NA,NA,NA,NA
"10866",1986-10-01,NA,NA,NA,NA,NA
"10867",1986-10-02,NA,NA,NA,NA,NA
"10868",1986-10-03,NA,NA,NA,NA,NA
"10869",1986-10-04,NA,NA,NA,NA,NA
"10870",1986-10-05,NA,NA,NA,NA,NA
"10871",1986-10-06,NA,NA,NA,NA,NA
"10872",1986-10-07,NA,NA,NA,NA,NA
"10873",1986-10-08,NA,NA,NA,NA,NA
"10874",1986-10-09,NA,NA,NA,NA,NA
"10875",1986-10-10,NA,NA,NA,NA,NA
"10876",1986-10-11,NA,NA,NA,NA,NA
"10877",1986-10-12,NA,NA,NA,NA,NA
"10878",1986-10-13,NA,NA,NA,NA,NA
"10879",1986-10-14,NA,NA,NA,NA,NA
"10880",1986-10-15,NA,NA,NA,NA,NA
"10881",1986-10-16,NA,NA,NA,NA,NA
"10882",1986-10-17,NA,NA,NA,NA,NA
"10883",1986-10-18,NA,NA,NA,NA,NA
"10884",1986-10-19,NA,NA,NA,NA,NA
"10885",1986-10-20,NA,NA,NA,NA,NA
"10886",1986-10-21,NA,NA,NA,NA,NA
"10887",1986-10-22,NA,NA,NA,NA,NA
"10888",1986-10-23,NA,NA,NA,NA,NA
"10889",1986-10-24,NA,NA,NA,NA,NA
"10890",1986-10-25,NA,NA,NA,NA,NA
"10891",1986-10-26,NA,NA,NA,NA,NA
"10892",1986-10-27,NA,NA,NA,NA,NA
"10893",1986-10-28,NA,NA,NA,NA,NA
"10894",1986-10-29,NA,NA,NA,NA,NA
"10895",1986-10-30,NA,NA,NA,NA,NA
"10896",1986-10-31,NA,NA,NA,NA,NA
"10897",1986-11-01,NA,NA,NA,NA,NA
"10898",1986-11-02,NA,NA,NA,NA,NA
"10899",1986-11-03,NA,NA,NA,NA,NA
"10900",1986-11-04,NA,NA,NA,NA,NA
"10901",1986-11-05,NA,NA,NA,NA,NA
"10902",1986-11-06,NA,NA,NA,NA,NA
"10903",1986-11-07,NA,NA,NA,NA,NA
"10904",1986-11-08,NA,NA,NA,NA,NA
"10905",1986-11-09,NA,NA,NA,NA,NA
"10906",1986-11-10,NA,NA,NA,NA,NA
"10907",1986-11-11,NA,NA,NA,NA,NA
"10908",1986-11-12,NA,NA,NA,NA,NA
"10909",1986-11-13,NA,NA,NA,NA,NA
"10910",1986-11-14,NA,NA,NA,NA,NA
"10911",1986-11-15,NA,NA,NA,NA,NA
"10912",1986-11-16,NA,NA,NA,NA,NA
"10913",1986-11-17,NA,NA,NA,NA,NA
"10914",1986-11-18,NA,NA,NA,NA,NA
"10915",1986-11-19,NA,NA,NA,NA,NA
"10916",1986-11-20,NA,NA,NA,NA,NA
"10917",1986-11-21,NA,NA,NA,NA,NA
"10918",1986-11-22,NA,NA,NA,NA,NA
"10919",1986-11-23,NA,NA,NA,NA,NA
"10920",1986-11-24,NA,NA,NA,NA,NA
"10921",1986-11-25,NA,NA,NA,NA,NA
"10922",1986-11-26,NA,NA,NA,NA,NA
"10923",1986-11-27,NA,NA,NA,NA,NA
"10924",1986-11-28,NA,NA,NA,NA,NA
"10925",1986-11-29,NA,NA,NA,NA,NA
"10926",1986-11-30,NA,NA,NA,NA,NA
"10927",1986-12-01,NA,NA,NA,NA,NA
"10928",1986-12-02,NA,NA,NA,NA,NA
"10929",1986-12-03,NA,NA,NA,NA,NA
"10930",1986-12-04,NA,NA,NA,NA,NA
"10931",1986-12-05,NA,NA,NA,NA,NA
"10932",1986-12-06,NA,NA,NA,NA,NA
"10933",1986-12-07,NA,NA,NA,NA,NA
"10934",1986-12-08,NA,NA,NA,NA,NA
"10935",1986-12-09,NA,NA,NA,NA,NA
"10936",1986-12-10,NA,NA,NA,NA,NA
"10937",1986-12-11,NA,NA,NA,NA,NA
"10938",1986-12-12,NA,NA,NA,NA,NA
"10939",1986-12-13,NA,NA,NA,NA,NA
"10940",1986-12-14,NA,NA,NA,NA,NA
"10941",1986-12-15,NA,NA,NA,NA,NA
"10942",1986-12-16,NA,NA,NA,NA,NA
"10943",1986-12-17,NA,NA,NA,NA,NA
"10944",1986-12-18,NA,NA,NA,NA,NA
"10945",1986-12-19,NA,NA,NA,NA,NA
"10946",1986-12-20,NA,NA,NA,NA,NA
"10947",1986-12-21,NA,NA,NA,NA,NA
"10948",1986-12-22,NA,NA,NA,NA,NA
"10949",1986-12-23,NA,NA,NA,NA,NA
"10950",1986-12-24,NA,NA,NA,NA,NA
"10951",1986-12-25,NA,NA,NA,NA,NA
"10952",1986-12-26,NA,NA,NA,NA,NA
"10953",1986-12-27,NA,NA,NA,NA,NA
"10954",1986-12-28,NA,NA,NA,NA,NA
"10955",1986-12-29,NA,NA,NA,NA,NA
"10956",1986-12-30,NA,NA,NA,NA,NA
"10957",1986-12-31,NA,NA,NA,NA,NA
"10958",1987-01-01,NA,NA,NA,NA,NA
"10959",1987-01-02,NA,NA,NA,NA,NA
"10960",1987-01-03,NA,NA,NA,NA,NA
"10961",1987-01-04,NA,NA,NA,NA,NA
"10962",1987-01-05,NA,NA,NA,NA,NA
"10963",1987-01-06,NA,NA,NA,NA,NA
"10964",1987-01-07,NA,NA,NA,NA,NA
"10965",1987-01-08,NA,NA,NA,NA,NA
"10966",1987-01-09,NA,NA,NA,NA,NA
"10967",1987-01-10,NA,NA,NA,NA,NA
"10968",1987-01-11,NA,NA,NA,NA,NA
"10969",1987-01-12,NA,NA,NA,NA,NA
"10970",1987-01-13,NA,NA,NA,NA,NA
"10971",1987-01-14,NA,NA,NA,NA,NA
"10972",1987-01-15,NA,NA,NA,NA,NA
"10973",1987-01-16,NA,NA,NA,NA,NA
"10974",1987-01-17,NA,NA,NA,NA,NA
"10975",1987-01-18,NA,NA,NA,NA,NA
"10976",1987-01-19,NA,NA,NA,NA,NA
"10977",1987-01-20,NA,NA,NA,NA,NA
"10978",1987-01-21,NA,NA,NA,NA,NA
"10979",1987-01-22,NA,NA,NA,NA,NA
"10980",1987-01-23,NA,NA,NA,NA,NA
"10981",1987-01-24,NA,NA,NA,NA,NA
"10982",1987-01-25,NA,NA,NA,NA,NA
"10983",1987-01-26,NA,NA,NA,NA,NA
"10984",1987-01-27,NA,NA,NA,NA,NA
"10985",1987-01-28,NA,NA,NA,NA,NA
"10986",1987-01-29,NA,NA,NA,NA,4
"10987",1987-01-30,NA,NA,NA,NA,4
"10988",1987-01-31,NA,NA,NA,NA,4
"10989",1987-02-01,NA,NA,NA,NA,4
"10990",1987-02-02,NA,NA,NA,NA,4
"10991",1987-02-03,NA,NA,NA,NA,4
"10992",1987-02-04,NA,NA,NA,NA,4
"10993",1987-02-05,NA,NA,NA,NA,5
"10994",1987-02-06,NA,NA,NA,NA,NA
"10995",1987-02-07,NA,NA,NA,NA,80
"10996",1987-02-08,NA,NA,NA,NA,47.67
"10997",1987-02-09,NA,NA,NA,NA,12.33
"10998",1987-02-10,NA,NA,NA,NA,3.8
"10999",1987-02-11,NA,NA,NA,NA,2.17
"11000",1987-02-12,NA,NA,NA,NA,1.67
"11001",1987-02-13,NA,NA,NA,NA,210
"11002",1987-02-14,NA,NA,NA,NA,7
"11003",1987-02-15,NA,NA,NA,NA,1.67
"11004",1987-02-16,NA,NA,NA,NA,1.67
"11005",1987-02-17,NA,NA,NA,NA,0.83
"11006",1987-02-18,NA,NA,NA,NA,1.17
"11007",1987-02-19,NA,NA,NA,NA,2.33
"11008",1987-02-20,NA,NA,NA,NA,1.17
"11009",1987-02-21,NA,NA,NA,NA,3.33
"11010",1987-02-22,NA,NA,NA,NA,0.67
"11011",1987-02-23,NA,NA,NA,NA,0.63
"11012",1987-02-24,NA,NA,NA,NA,0.42
"11013",1987-02-25,NA,NA,NA,NA,0.37
"11014",1987-02-26,NA,NA,NA,NA,0.22
"11015",1987-02-27,NA,NA,NA,NA,0.2
"11016",1987-02-28,NA,NA,NA,NA,1.33
"11017",1987-03-01,NA,NA,NA,NA,51.67
"11018",1987-03-02,NA,NA,NA,NA,1.17
"11019",1987-03-03,NA,NA,NA,NA,20
"11020",1987-03-04,NA,NA,NA,NA,25
"11021",1987-03-05,NA,NA,NA,NA,7.33
"11022",1987-03-06,NA,NA,NA,NA,2.2
"11023",1987-03-07,NA,NA,NA,NA,2.2
"11024",1987-03-08,NA,NA,NA,NA,2.17
"11025",1987-03-09,NA,NA,NA,NA,0.93
"11026",1987-03-10,NA,NA,NA,NA,0.63
"11027",1987-03-11,NA,NA,NA,NA,2.83
"11028",1987-03-12,NA,NA,NA,NA,1.66
"11029",1987-03-13,NA,NA,NA,NA,2.33
"11030",1987-03-14,NA,NA,NA,NA,2
"11031",1987-03-15,NA,NA,NA,NA,13.33
"11032",1987-03-16,NA,NA,NA,NA,0.87
"11033",1987-03-17,NA,NA,NA,NA,0.37
"11034",1987-03-18,NA,NA,NA,NA,0.28
"11035",1987-03-19,NA,NA,NA,NA,0.2
"11036",1987-03-20,NA,NA,NA,NA,0.18
"11037",1987-03-21,NA,NA,NA,NA,0.16
"11038",1987-03-22,NA,NA,NA,NA,0.13
"11039",1987-03-23,NA,NA,NA,NA,0.12
"11040",1987-03-24,NA,NA,NA,NA,0.09
"11041",1987-03-25,NA,NA,NA,NA,0.09
"11042",1987-03-26,NA,NA,NA,NA,1.33
"11043",1987-03-27,NA,NA,NA,NA,13
"11044",1987-03-28,NA,NA,NA,NA,8.67
"11045",1987-03-29,NA,NA,NA,NA,4
"11046",1987-03-30,NA,NA,NA,NA,2.67
"11047",1987-03-31,NA,NA,NA,NA,1.17
"11048",1987-04-01,NA,NA,NA,NA,0.87
"11049",1987-04-02,NA,NA,NA,NA,5
"11050",1987-04-03,NA,NA,NA,NA,3.5
"11051",1987-04-04,NA,NA,NA,NA,1.1
"11052",1987-04-05,NA,NA,NA,NA,0.37
"11053",1987-04-06,NA,NA,NA,NA,0.28
"11054",1987-04-07,NA,NA,NA,NA,0.09
"11055",1987-04-08,NA,NA,NA,NA,0.08
"11056",1987-04-09,NA,NA,NA,NA,10.33
"11057",1987-04-10,NA,NA,NA,NA,2.5
"11058",1987-04-11,NA,NA,NA,NA,1.37
"11059",1987-04-12,NA,NA,NA,NA,0.87
"11060",1987-04-13,NA,NA,NA,NA,0.08
"11061",1987-04-14,NA,NA,NA,NA,0.04
"11062",1987-04-15,NA,NA,NA,NA,0.05
"11063",1987-04-16,NA,NA,NA,NA,0.09
"11064",1987-04-17,NA,NA,NA,NA,0.05
"11065",1987-04-18,NA,NA,NA,NA,0.04
"11066",1987-04-19,NA,NA,NA,NA,0.03
"11067",1987-04-20,NA,NA,NA,NA,0.05
"11068",1987-04-21,NA,NA,NA,NA,0.03
"11069",1987-04-22,NA,NA,NA,NA,0.03
"11070",1987-04-23,NA,NA,NA,NA,0.09
"11071",1987-04-24,NA,NA,NA,NA,0.11
"11072",1987-04-25,NA,NA,NA,NA,0.08
"11073",1987-04-26,NA,NA,NA,NA,0.06
"11074",1987-04-27,NA,NA,NA,NA,0.04
"11075",1987-04-28,NA,NA,NA,NA,0.09
"11076",1987-04-29,NA,NA,NA,NA,2.33
"11077",1987-04-30,NA,NA,NA,NA,1.23
"11078",1987-05-01,NA,NA,NA,NA,0.73
"11079",1987-05-02,NA,NA,NA,NA,2.3
"11080",1987-05-03,NA,NA,NA,NA,1
"11081",1987-05-04,NA,NA,NA,NA,0.37
"11082",1987-05-05,NA,NA,NA,NA,0.13
"11083",1987-05-06,NA,NA,NA,NA,0.06
"11084",1987-05-07,NA,NA,NA,NA,1.67
"11085",1987-05-08,NA,NA,NA,NA,0.83
"11086",1987-05-09,NA,NA,NA,NA,0.33
"11087",1987-05-10,NA,NA,NA,NA,0.08
"11088",1987-05-11,NA,NA,NA,NA,0.04
"11089",1987-05-12,NA,NA,NA,NA,0.02
"11090",1987-05-13,NA,NA,NA,NA,0.04
"11091",1987-05-14,NA,NA,NA,NA,0.02
"11092",1987-05-15,NA,NA,NA,NA,0.01
"11093",1987-05-16,NA,NA,NA,NA,0.01
"11094",1987-05-17,NA,NA,NA,NA,NA
"11095",1987-05-18,NA,NA,NA,NA,0.04
"11096",1987-05-19,NA,NA,NA,NA,0.03
"11097",1987-05-20,NA,NA,NA,NA,0.02
"11098",1987-05-21,NA,NA,NA,NA,0.02
"11099",1987-05-22,NA,NA,NA,NA,0.01
"11100",1987-05-23,NA,NA,NA,NA,0.01
"11101",1987-05-24,NA,NA,NA,NA,0.01
"11102",1987-05-25,NA,NA,NA,NA,0.01
"11103",1987-05-26,NA,NA,NA,NA,NA
"11104",1987-05-27,NA,NA,NA,NA,NA
"11105",1987-05-28,NA,NA,NA,NA,NA
"11106",1987-05-29,NA,NA,NA,NA,NA
"11107",1987-05-30,NA,NA,NA,NA,NA
"11108",1987-05-31,NA,NA,NA,NA,NA
"11109",1987-06-01,NA,NA,NA,NA,NA
"11110",1987-06-02,NA,NA,NA,NA,NA
"11111",1987-06-03,NA,NA,NA,NA,NA
"11112",1987-06-04,NA,NA,NA,NA,NA
"11113",1987-06-05,NA,NA,NA,NA,NA
"11114",1987-06-06,NA,NA,NA,NA,NA
"11115",1987-06-07,NA,NA,NA,NA,NA
"11116",1987-06-08,NA,NA,NA,NA,NA
"11117",1987-06-09,NA,NA,NA,NA,NA
"11118",1987-06-10,NA,NA,NA,NA,NA
"11119",1987-06-11,NA,NA,NA,NA,NA
"11120",1987-06-12,NA,NA,NA,NA,NA
"11121",1987-06-13,NA,NA,NA,NA,NA
"11122",1987-06-14,NA,NA,NA,NA,NA
"11123",1987-06-15,NA,NA,NA,NA,NA
"11124",1987-06-16,NA,NA,NA,NA,NA
"11125",1987-06-17,NA,NA,NA,NA,NA
"11126",1987-06-18,NA,NA,NA,NA,NA
"11127",1987-06-19,NA,NA,NA,NA,NA
"11128",1987-06-20,NA,NA,NA,NA,NA
"11129",1987-06-21,NA,NA,NA,NA,NA
"11130",1987-06-22,NA,NA,NA,NA,NA
"11131",1987-06-23,NA,NA,NA,NA,NA
"11132",1987-06-24,NA,NA,NA,NA,NA
"11133",1987-06-25,NA,NA,NA,NA,NA
"11134",1987-06-26,NA,NA,NA,NA,NA
"11135",1987-06-27,NA,NA,NA,NA,NA
"11136",1987-06-28,NA,NA,NA,NA,NA
"11137",1987-06-29,NA,NA,NA,NA,NA
"11138",1987-06-30,NA,NA,NA,NA,NA
